real_age,image_path,age_group
26,/content/filtered_data/image_711.png,middle
19,/content/filtered_data/image_712.png,young
54,/content/filtered_data/image_713.png,middle
21,/content/filtered_data/image_714.png,middle
11,/content/filtered_data/image_715.png,young
51,/content/filtered_data/image_716.png,middle
48,/content/filtered_data/image_717.png,middle
31,/content/filtered_data/image_718.png,middle
12,/content/filtered_data/image_719.png,young
18,/content/filtered_data/image_720.png,young
12,/content/filtered_data/image_721.png,young
1,/content/filtered_data/image_722.png,young
2,/content/filtered_data/image_723.png,young
21,/content/filtered_data/image_724.png,middle
23,/content/filtered_data/image_725.png,middle
18,/content/filtered_data/image_726.png,young
13,/content/filtered_data/image_727.png,young
18,/content/filtered_data/image_728.png,young
28,/content/filtered_data/image_729.png,middle
17,/content/filtered_data/image_730.png,young
41,/content/filtered_data/image_731.png,middle
25,/content/filtered_data/image_732.png,middle
33,/content/filtered_data/image_733.png,middle
18,/content/filtered_data/image_734.png,young
4,/content/filtered_data/image_735.png,young
30,/content/filtered_data/image_736.png,middle
32,/content/filtered_data/image_737.png,middle
34,/content/filtered_data/image_738.png,middle
58,/content/filtered_data/image_739.png,middle
21,/content/filtered_data/image_740.png,middle
35,/content/filtered_data/image_741.png,middle
30,/content/filtered_data/image_742.png,middle
7,/content/filtered_data/image_743.png,young
35,/content/filtered_data/image_744.png,middle
14,/content/filtered_data/image_745.png,young
4,/content/filtered_data/image_746.png,young
22,/content/filtered_data/image_747.png,middle
47,/content/filtered_data/image_748.png,middle
5,/content/filtered_data/image_749.png,young
16,/content/filtered_data/image_750.png,young
24,/content/filtered_data/image_751.png,middle
30,/content/filtered_data/image_752.png,middle
26,/content/filtered_data/image_753.png,middle
39,/content/filtered_data/image_754.png,middle
6,/content/filtered_data/image_755.png,young
26,/content/filtered_data/image_756.png,middle
16,/content/filtered_data/image_757.png,young
42,/content/filtered_data/image_758.png,middle
38,/content/filtered_data/image_759.png,middle
50,/content/filtered_data/image_760.png,middle
33,/content/filtered_data/image_761.png,middle
19,/content/filtered_data/image_762.png,young
14,/content/filtered_data/image_763.png,young
27,/content/filtered_data/image_764.png,middle
20,/content/filtered_data/image_765.png,middle
1,/content/filtered_data/image_766.png,young
26,/content/filtered_data/image_767.png,middle
29,/content/filtered_data/image_768.png,middle
20,/content/filtered_data/image_769.png,middle
29,/content/filtered_data/image_770.png,middle
15,/content/filtered_data/image_771.png,young
90,/content/filtered_data/image_772.png,old
7,/content/filtered_data/image_773.png,young
34,/content/filtered_data/image_774.png,middle
34,/content/filtered_data/image_775.png,middle
20,/content/filtered_data/image_776.png,middle
57,/content/filtered_data/image_777.png,middle
21,/content/filtered_data/image_778.png,middle
35,/content/filtered_data/image_779.png,middle
31,/content/filtered_data/image_780.png,middle
27,/content/filtered_data/image_781.png,middle
34,/content/filtered_data/image_782.png,middle
24,/content/filtered_data/image_783.png,middle
15,/content/filtered_data/image_784.png,young
60,/content/filtered_data/image_785.png,middle
20,/content/filtered_data/image_786.png,middle
27,/content/filtered_data/image_787.png,middle
13,/content/filtered_data/image_788.png,young
24,/content/filtered_data/image_789.png,middle
16,/content/filtered_data/image_790.png,young
20,/content/filtered_data/image_791.png,middle
23,/content/filtered_data/image_792.png,middle
1,/content/filtered_data/image_793.png,young
43,/content/filtered_data/image_794.png,middle
25,/content/filtered_data/image_795.png,middle
2,/content/filtered_data/image_796.png,young
34,/content/filtered_data/image_797.png,middle
39,/content/filtered_data/image_798.png,middle
45,/content/filtered_data/image_799.png,middle
50,/content/filtered_data/image_800.png,middle
27,/content/filtered_data/image_801.png,middle
25,/content/filtered_data/image_802.png,middle
29,/content/filtered_data/image_803.png,middle
27,/content/filtered_data/image_804.png,middle
36,/content/filtered_data/image_805.png,middle
35,/content/filtered_data/image_806.png,middle
25,/content/filtered_data/image_807.png,middle
40,/content/filtered_data/image_808.png,middle
40,/content/filtered_data/image_809.png,middle
60,/content/filtered_data/image_810.png,middle
32,/content/filtered_data/image_811.png,middle
30,/content/filtered_data/image_812.png,middle
17,/content/filtered_data/image_813.png,young
23,/content/filtered_data/image_814.png,middle
30,/content/filtered_data/image_815.png,middle
27,/content/filtered_data/image_816.png,middle
75,/content/filtered_data/image_817.png,old
80,/content/filtered_data/image_818.png,old
21,/content/filtered_data/image_819.png,middle
37,/content/filtered_data/image_820.png,middle
30,/content/filtered_data/image_821.png,middle
25,/content/filtered_data/image_822.png,middle
21,/content/filtered_data/image_823.png,middle
50,/content/filtered_data/image_824.png,middle
39,/content/filtered_data/image_825.png,middle
24,/content/filtered_data/image_826.png,middle
4,/content/filtered_data/image_827.png,young
18,/content/filtered_data/image_828.png,young
37,/content/filtered_data/image_829.png,middle
25,/content/filtered_data/image_830.png,middle
56,/content/filtered_data/image_831.png,middle
36,/content/filtered_data/image_832.png,middle
23,/content/filtered_data/image_833.png,middle
34,/content/filtered_data/image_834.png,middle
23,/content/filtered_data/image_835.png,middle
28,/content/filtered_data/image_836.png,middle
68,/content/filtered_data/image_837.png,old
17,/content/filtered_data/image_838.png,young
30,/content/filtered_data/image_839.png,middle
45,/content/filtered_data/image_840.png,middle
22,/content/filtered_data/image_841.png,middle
27,/content/filtered_data/image_842.png,middle
16,/content/filtered_data/image_843.png,young
75,/content/filtered_data/image_844.png,old
56,/content/filtered_data/image_845.png,middle
52,/content/filtered_data/image_846.png,middle
15,/content/filtered_data/image_847.png,young
42,/content/filtered_data/image_848.png,middle
45,/content/filtered_data/image_849.png,middle
18,/content/filtered_data/image_850.png,young
35,/content/filtered_data/image_851.png,middle
41,/content/filtered_data/image_852.png,middle
50,/content/filtered_data/image_853.png,middle
75,/content/filtered_data/image_854.png,old
25,/content/filtered_data/image_855.png,middle
17,/content/filtered_data/image_856.png,young
54,/content/filtered_data/image_857.png,middle
25,/content/filtered_data/image_858.png,middle
7,/content/filtered_data/image_859.png,young
49,/content/filtered_data/image_860.png,middle
27,/content/filtered_data/image_861.png,middle
40,/content/filtered_data/image_862.png,middle
46,/content/filtered_data/image_863.png,middle
27,/content/filtered_data/image_864.png,middle
18,/content/filtered_data/image_865.png,young
44,/content/filtered_data/image_866.png,middle
85,/content/filtered_data/image_867.png,old
4,/content/filtered_data/image_868.png,young
47,/content/filtered_data/image_869.png,middle
67,/content/filtered_data/image_870.png,old
22,/content/filtered_data/image_871.png,middle
18,/content/filtered_data/image_872.png,young
64,/content/filtered_data/image_873.png,old
54,/content/filtered_data/image_874.png,middle
23,/content/filtered_data/image_875.png,middle
13,/content/filtered_data/image_876.png,young
45,/content/filtered_data/image_877.png,middle
17,/content/filtered_data/image_878.png,young
29,/content/filtered_data/image_879.png,middle
16,/content/filtered_data/image_880.png,young
52,/content/filtered_data/image_881.png,middle
5,/content/filtered_data/image_882.png,young
19,/content/filtered_data/image_883.png,young
47,/content/filtered_data/image_884.png,middle
9,/content/filtered_data/image_885.png,young
29,/content/filtered_data/image_886.png,middle
35,/content/filtered_data/image_887.png,middle
27,/content/filtered_data/image_888.png,middle
50,/content/filtered_data/image_889.png,middle
25,/content/filtered_data/image_890.png,middle
7,/content/filtered_data/image_891.png,young
34,/content/filtered_data/image_892.png,middle
41,/content/filtered_data/image_893.png,middle
30,/content/filtered_data/image_894.png,middle
19,/content/filtered_data/image_895.png,young
3,/content/filtered_data/image_896.png,young
6,/content/filtered_data/image_897.png,young
50,/content/filtered_data/image_898.png,middle
1,/content/filtered_data/image_899.png,young
2,/content/filtered_data/image_900.png,young
12,/content/filtered_data/image_901.png,young
17,/content/filtered_data/image_902.png,young
29,/content/filtered_data/image_903.png,middle
17,/content/filtered_data/image_904.png,young
12,/content/filtered_data/image_905.png,young
35,/content/filtered_data/image_906.png,middle
50,/content/filtered_data/image_907.png,middle
8,/content/filtered_data/image_908.png,young
25,/content/filtered_data/image_909.png,middle
18,/content/filtered_data/image_910.png,young
25,/content/filtered_data/image_911.png,middle
46,/content/filtered_data/image_912.png,middle
55,/content/filtered_data/image_913.png,middle
17,/content/filtered_data/image_914.png,young
24,/content/filtered_data/image_915.png,middle
46,/content/filtered_data/image_916.png,middle
14,/content/filtered_data/image_917.png,young
17,/content/filtered_data/image_918.png,young
43,/content/filtered_data/image_919.png,middle
50,/content/filtered_data/image_920.png,middle
30,/content/filtered_data/image_921.png,middle
19,/content/filtered_data/image_922.png,young
48,/content/filtered_data/image_923.png,middle
44,/content/filtered_data/image_924.png,middle
46,/content/filtered_data/image_925.png,middle
4,/content/filtered_data/image_926.png,young
31,/content/filtered_data/image_927.png,middle
36,/content/filtered_data/image_928.png,middle
14,/content/filtered_data/image_929.png,young
30,/content/filtered_data/image_930.png,middle
61,/content/filtered_data/image_931.png,old
33,/content/filtered_data/image_932.png,middle
22,/content/filtered_data/image_933.png,middle
19,/content/filtered_data/image_934.png,young
5,/content/filtered_data/image_935.png,young
42,/content/filtered_data/image_936.png,middle
23,/content/filtered_data/image_937.png,middle
20,/content/filtered_data/image_938.png,middle
49,/content/filtered_data/image_939.png,middle
36,/content/filtered_data/image_940.png,middle
50,/content/filtered_data/image_941.png,middle
36,/content/filtered_data/image_942.png,middle
85,/content/filtered_data/image_943.png,old
20,/content/filtered_data/image_944.png,middle
90,/content/filtered_data/image_945.png,old
28,/content/filtered_data/image_946.png,middle
20,/content/filtered_data/image_947.png,middle
46,/content/filtered_data/image_948.png,middle
27,/content/filtered_data/image_949.png,middle
28,/content/filtered_data/image_950.png,middle
23,/content/filtered_data/image_951.png,middle
12,/content/filtered_data/image_952.png,young
26,/content/filtered_data/image_953.png,middle
70,/content/filtered_data/image_954.png,old
18,/content/filtered_data/image_955.png,young
31,/content/filtered_data/image_956.png,middle
5,/content/filtered_data/image_957.png,young
14,/content/filtered_data/image_958.png,young
22,/content/filtered_data/image_959.png,middle
25,/content/filtered_data/image_960.png,middle
18,/content/filtered_data/image_961.png,young
24,/content/filtered_data/image_962.png,middle
22,/content/filtered_data/image_963.png,middle
19,/content/filtered_data/image_964.png,young
25,/content/filtered_data/image_965.png,middle
30,/content/filtered_data/image_966.png,middle
14,/content/filtered_data/image_967.png,young
33,/content/filtered_data/image_968.png,middle
4,/content/filtered_data/image_969.png,young
37,/content/filtered_data/image_970.png,middle
